user_id,age,count,activity,bot_score_english
13616,4256,23279,5.469689849624059,0.02044080123619901
614513,4124,525,0.12730358874878758,0.07313294562655555
5565,4313,8146,1.8887085555297936,0.0413246168944483
19783,4226,3510,0.8305726455276857,0.014311069506682338
2631,4351,8146,1.8722132843024597,0.05833999678885717
2798,4347,23279,5.3551874856222685,0.02044080123619901
953,4370,1178,0.26956521739130435,0.10185389211840307
661753,4123,20287,4.92044627698278,0.12620169276734242
769463,4121,8146,1.976704683329289,0.17189865789454575
10762,4264,5086,1.1927767354596623,0.03273843006610022
12075,4261,7557,1.7735273409997654,0.10185389211840307
666683,4123,1044,0.2532136793596895,0.03273843006610022
7522,4287,23279,5.430137625379052,0.03679136946199974
224393,4133,3818,0.9237841761432374,0.007869419324963777
62033,4148,16202,3.9059787849566057,0.10185389211840307
527293,4127,20625,4.997576932396414,0.07313294562655555
28613,4208,7842,1.863593155893536,0.09131312772776187
5908922,4031,5647,1.4008930786405358,0.0023617299174274234
5602242,4046,10106,2.4977755808205635,0.02044080123619901
5423032,4055,22780,5.617755856966708,0.02300753618434597
5875472,4032,2261,0.5607638888888888,0.018155091751897903
5880852,4032,22692,5.627976190476191,0.9181810072016766
5864532,4032,7393,1.8335813492063493,0.018155091751897903
5712702,4040,14075,3.483910891089109,0.17189865789454575
5926412,4030,94,0.02332506203473945,0.025888056065838307
5363992,4058,6772,1.6688023656973878,0.02300753618434597
14157231,4010,3986,0.9940149625935162,0.20909234014706465
14255481,4010,1158,0.2887780548628429,0.35321667011725744
14860801,4009,379129,94.56946869543528,0.0520415140659865
14477121,4010,1612,0.4019950124688279,0.046389527016030316
14543181,4010,15370,3.8329177057356607,0.3813039962963743
14710351,4009,20161,5.028934896482913,0.7245079621805472
14588591,4010,21279,5.306483790523691,0.014311069506682338
15300031,4009,1415,0.3529558493389873,0.029118465549671752
15394191,4009,19436,4.848091793464706,0.3001140391389786
15404401,4009,145684,36.33923671738588,0.20909234014706465
15183411,4009,23153,5.775255674731853,0.025888056065838307
15031171,4009,17,0.0042404589673235215,0.08176390990693273
15377431,4009,57547,14.354452481915688,0.018155091751897903
15581091,4008,13089,3.2657185628742518,0.01270190437589138
15431511,4009,41940,10.461461711149912,0.12620169276734242
15552791,4008,7255,1.8101297405189618,0.12620169276734242
15535341,4008,10,0.0024950099800399197,0.046389527016030316
15449391,4009,43630,10.883013220254428,0.10185389211840307
15694961,4008,3701,0.9234031936127745,0.15536294825943536
15691761,4008,958,0.23902195608782434,0.0413246168944483
15675091,4008,74719,18.642465069860283,0.941619697303207
16045561,4008,11845,2.9553393213572856,0.025888056065838307
15918501,4008,29462,7.350798403193612,0.4397462600908242
15870251,4008,4561,1.1379740518962076,0.0520415140659865
16078431,4008,46667,11.643463073852296,0.03679136946199974
15860221,4008,74719,18.642465069860283,0.02044080123619901
15904661,4008,23063,5.754241516966068,0.06534822332558755
15854531,4008,1462,0.3647704590818363,0.5896142788146281
15969561,4008,217349,54.22879241516966,0.046389527016030316
15855701,4008,2252,0.56187624750499,0.02044080123619901
15870141,4008,28311,7.063622754491018,0.046389527016030316
16126391,4008,3256,0.8123752495009979,0.018155091751897903
16114141,4008,17863,4.456836327345309,0.8445407808803314
16318311,4007,13014,3.2478163214374844,0.0520415140659865
16300131,4007,55,0.013725979535812328,0.14014868107896145
16364721,4007,32773,8.178936860494135,0.014311069506682338
16373911,4007,98871,24.674569503369106,0.00887187316408764
16314571,4007,3655,0.9121537309708012,0.07313294562655555
16653581,4007,66937,16.70501622161218,0.3001140391389786
16475631,4007,12949,3.2315947092587973,0.09131312772776187
